protein_name	COG	COG_ID	COG_System	COG_Process	locusId
Signal transduction histidine kinase containing PAS/PAC sensor domain (EC 2.7.3.-)	COG4585	T	Cellular processes and signaling	Signal transduction mechanisms	H16_RS09910
Translation elongation factor G (EF-G)	COG0480	J	Information storage and processing	Translation, ribosomal structure and biogenesis	H16_RS28285
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS04350
Predicted hydrolase of the alpha/beta-hydrolase fold	COG0429	S	Poorly characterized	Function unknown	H16_RS02755
Cinnamoyl ester hydrolase (EC 3.1.1.-)	COG1073	S	Poorly characterized	Function unknown	H16_RS30395
Hypothetical membrane spanning protein	NA	S	Poorly characterized	Function unknown	H16_RS12865
Uncharacterized protein	NA	U	Cellular processes and signaling	Intracellular trafficking, secretion, and vesicular transport	PHG365
Predicted nucleoside-diphosphate-sugar epimerase (EC 5.1.3.-)	COG0702	X	Metabolism	Oxidative phosphorylation	H16_RS01225
Flp pilus assembly protein, protease CpaA	COG4960	OU	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS19640
Acyl-CoA dehydrogenase (EC 1.3.99.3)	COG1960	C	Metabolism	Energy production and conversion	H16_A0863
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS20910
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS20915
Acyl-CoA dehydrogenase (EC 1.3.99.3)	COG1960	C	Metabolism	Energy production and conversion	H16_RS22335
Uncharacterized protein	COG2050	Q	Metabolism	Secondary metabolites biosynthesis, transport, and catabolism	H16_RS28265
Predicted membrane protein	COG3748	S	Poorly characterized	Function unknown	H16_RS05020
Putative integrase/recombinase	COG4974	L	Information storage and processing	Replication, recombination and repair	PHG039
Putative effector of murein hydrolase LrgB	COG1346	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS15455
ADP-heptose:LPS heptosyltransferase I (EC 2.4.99.-)	COG0859	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS14370
Transcriptional regulator, LysR-family	COG0583	K	Information storage and processing	Transcription	H16_RS27970
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS06260
Transcriptional regulator, LysR-family	COG0583	K	Information storage and processing	Transcription	H16_RS04420
C-type cytochrome (NirN)	COG2010	X	Metabolism	Oxidative phosphorylation	H16_RS30110
NAD-dependent formate dehydrogenase delta subunit (EC 1.2.1.2)	NA	A	Metabolism	Autotrophic energy generation	H16_RS03185
Respiratory nitrate reductase catalytic subunit	COG5013	X	Metabolism	Oxidative phosphorylation	PHG270
Transcriptional regulator	COG0583	K	Information storage and processing	Transcription	H16_RS24315
Activase of anaerobic class III ribonucleotide reductase	COG1180	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	PHG238
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	PHG331
Transcriptional regulator, LysR-family	COG0583	K	Information storage and processing	Transcription	H16_RS22270
Transcriptional regulator, GntR-family	COG2186	K	Information storage and processing	Transcription	H16_RS30950
Universal stress protein, UspA family	COG0589	T	Cellular processes and signaling	Signal transduction mechanisms	H16_RS25855
Response regulator, OmpR-family	COG0745	KT	Information storage and processing	Transcription	H16_RS12940
ABC-type transporter, permease component: CUT1 family	COG1175	P	Metabolism	Inorganic ion transport and metabolism	H16_RS11640
Transcriptional regulator, LuxR-family	COG2909	K	Information storage and processing	Transcription	H16_RS22500
MFS transporter	COG0477	EGP	Metabolism	Amino acid transport and metabolism	H16_RS24465
Transcriptional regulator	COG0583	K	Information storage and processing	Transcription	H16_RS23585
APC transporter, SSS family	COG0591	E	Metabolism	Amino acid transport and metabolism	H16_RS23070
Putative regulator of purine biosynthesis	COG0251	J	Information storage and processing	Translation, ribosomal structure and biogenesis	H16_RS31250
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS13305
Transcriptional regulator, MocR family (EC 2.6.1.-)	COG1167	E	Metabolism	Amino acid transport and metabolism	H16_RS13250
Alkaline phosphatase	COG1785	P	Metabolism	Inorganic ion transport and metabolism	H16_RS10925
Membrane protein	COG3205	S	Poorly characterized	Function unknown	H16_RS03945
Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit (EC 1.14.-.-)	COG4638	P	Metabolism	Inorganic ion transport and metabolism	H16_RS29340
Hydantoin racemase (EC 5.1.99.-)	COG4126	E	Metabolism	Amino acid transport and metabolism	H16_RS17765
UPF0301 protein H16_A2916	COG1678	K	Information storage and processing	Transcription	H16_RS14535
Type IV pilus assembly protein FimT	COG4970	P	Metabolism	Inorganic ion transport and metabolism	H16_RS14155
Type IV pilus assembly protein FimT	COG4970	P	Metabolism	Inorganic ion transport and metabolism	H16_RS14160
Glutamine amidotransferase	COG0518	F	Metabolism	Nucleotide transport and metabolism	H16_RS09560
Predicted acyl-CoA transferase/carnitine dehydratase (EC 5.1.99.-)	COG1804	C	Metabolism	Energy production and conversion	H16_RS06130
Uncharacterized protein	COG2849	S	Poorly characterized	Function unknown	H16_RS30800
Glycolate oxidase subunit GlcD (EC 1.1.3.15)	COG0277	C	Metabolism	Energy production and conversion	H16_RS06885
Phosphohistidine phosphatase (EC 3.1.3.-)	COG2062	T	Cellular processes and signaling	Signal transduction mechanisms	H16_RS12160
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_A2282
Acetyltransferase (EC 2.3.1.-)	COG1044	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS18830
Transcriptional regulator, LysR-family	COG0583	K	Information storage and processing	Transcription	H16_RS07885
ABC-type transporter, periplasmic component: PepT family	COG4166	E	Metabolism	Amino acid transport and metabolism	H16_RS12040
Response regulator containing a GGDEF effector domain	COG2199	T	Cellular processes and signaling	Signal transduction mechanisms	H16_RS28965
Glucose/sorbosone dehydrogenase (EC 1.1.1.-)	COG2133	G	Metabolism	Carbohydrate transport and metabolism	H16_RS04435
Beta-propeller domains of methanol dehydrogenase-type (Homolog)	COG1512	S	Poorly characterized	Function unknown	H16_RS03625
ABC-type transporter, ATPase and permease components: HMT family (EC 3.6.3.-)	COG5265	P	Metabolism	Inorganic ion transport and metabolism	H16_RS02300
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS19050
Predicted phosphoribosyltransferase (EC 2.4.2.-)	COG1926	S	Poorly characterized	Function unknown	H16_RS18975
Cyanophycin synthetase (EC 6.-.-.-)	COG0189	HJM	Metabolism	Coenzyme transport and metabolism	H16_RS03835
Transcriptional regulator, MarR-family	COG1846	K	Information storage and processing	Transcription	H16_RS06785
Gluconolactonase (EC 3.1.1.17)	COG3386	G	Metabolism	Carbohydrate transport and metabolism	H16_RS20475
ABC-type transporter, ATPase component (EC 3.6.3.-)	COG1127	P	Metabolism	Inorganic ion transport and metabolism	H16_RS00635
Heme exporter protein C (Cytochrome c-type biogenesis protein)	COG0755	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	PHG216
Heme exporter protein C (Cytochrome c-type biogenesis protein)	COG0755	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	PHG216
2-Keto-4-pentenoatehydratase/2-oxohepta-3-ene-1-dioic acid hydratase (Catechol pathway)	COG0179	Q	Metabolism	Secondary metabolites biosynthesis, transport, and catabolism	H16_RS27305
Probable extra-cytoplasmic solute receptor	COG3181	P	Metabolism	Inorganic ion transport and metabolism	H16_RS26810
NAD-dependent 4-hydroxybutyrate dehydrogenase (EC 1.1.1.61)	COG1454	C	Metabolism	Energy production and conversion	H16_RS07715
Chaperone protein	COG0443	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS29740
Aminomethyltransferase (EC 2.1.2.10)	COG0354	J	Information storage and processing	Translation, ribosomal structure and biogenesis	H16_RS07785
Probable extra-cytoplasmic solute receptor	COG3181	P	Metabolism	Inorganic ion transport and metabolism	H16_RS25945
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS16700
Uncharacterized protein	COG2050	Q	Metabolism	Secondary metabolites biosynthesis, transport, and catabolism	H16_A1833
ABC-type transporter, ATPase component involved in toluene tolerance (EC 3.6.3.-)	COG1127	P	Metabolism	Inorganic ion transport and metabolism	H16_RS17095
ABC-type transporter, permease component: PAAT family	COG0765	P	Metabolism	Inorganic ion transport and metabolism	H16_RS16495
Negative regulator of sigma24 activity	COG3026	T	Cellular processes and signaling	Signal transduction mechanisms	H16_RS12755
Transcriptional regulator, AraC-family	COG2207	K	Information storage and processing	Transcription	H16_RS20285
Protein MgtC	COG1285	P	Metabolism	Inorganic ion transport and metabolism	H16_RS22150
Hypothetical membrane spanning protein	COG2076	P	Metabolism	Inorganic ion transport and metabolism	H16_RS26905
Nitric oxide reductase qNor type (NorB2) (EC 1.7.99.7)	COG3256	X	Metabolism	Oxidative phosphorylation	H16_RS30305
Acetyl-CoA synthetase (EC 6.2.1.1)	COG0183	I	Metabolism	Lipid transport and metabolism	H16_RS21680
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS34445
ABC-type transporter, permease component: TauT family	COG0600	P	Metabolism	Inorganic ion transport and metabolism	H16_RS11210
Lysophospholipase (EC 3.1.1.5)	COG2267	I	Metabolism	Lipid transport and metabolism	H16_RS06515
Transcriptional regulator, GntR-family	COG2188	K	Information storage and processing	Transcription	H16_RS26360
3-Isopropylmalate dehydrogenase (EC 1.1.1.85)	COG0473	CE	Metabolism	Energy production and conversion	H16_RS10665
Transcriptional regulator	COG0583	K	Information storage and processing	Transcription	H16_RS27660
MFS transporter, ACS family	COG2271	G	Metabolism	Carbohydrate transport and metabolism	H16_RS08660
Ferredoxin subunits of ring-hydroxylating dioxygenase (EC 1.14.12.-)	COG2146	P	Metabolism	Inorganic ion transport and metabolism	H16_RS08115
Cell division protein ZapA	COG3027	D	Cellular processes and signaling	Cell cycle control, cell division, chromosome partitioning	H16_RS14825
FAD/FMN-containing dehydrogenase	COG0277	C	Metabolism	Energy production and conversion	H16_RS04950
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS04185
Formiminoglutamate deiminase (EC 3.5.3.13)	COG0402	F	Metabolism	Nucleotide transport and metabolism	H16_RS15025
Hypothetical membrane spanning protein	COG1814	S	Poorly characterized	Function unknown	H16_RS12420
Steroid delta-isomerase (EC 5.3.3.1)	COG3631	S	Poorly characterized	Lipid transport and metabolism	H16_RS21735
Leucine dehydrogenase (EC 1.4.1.9)	COG0334	C	Metabolism	Energy production and conversion	H16_RS20975
Uncharacterized protein	COG2885	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_A0989
Response regulator containing sigma54 activator and Fis-type DNA-binding domains	COG2204	T	Cellular processes and signaling	Signal transduction mechanisms	H16_RS30425
ABC-type transporter, ATPase component (EC 3.6.3.-)	COG1101	P	Metabolism	Inorganic ion transport and metabolism	H16_RS30915
Arylsulfatase A (EC 3.1.6.1)	COG3119	P	Metabolism	Inorganic ion transport and metabolism	H16_RS21145
DNA-damage-inducible protein J	COG3077	D	Cellular processes and signaling	Cell cycle control, cell division, chromosome partitioning	H16_RS31040
Conserved hypothetical membrane protein	COG0762	U	Cellular processes and signaling	Intracellular trafficking, secretion, and vesicular transport	H16_RS19585
Glutamate dehydrogenase	COG0334	C	Metabolism	Energy production and conversion	H16_RS28460
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS11415
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS34275
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS11420
Esterase/lipase (EC 3.1.1.-)	COG0657	I	Metabolism	Lipid transport and metabolism	H16_RS24995
Type VI pilus assembly protein PilW	COG4966	NU	Cellular processes and signaling	Cell motility	H16_RS14165
Nucleoside-diphosphate-sugar pyrophosphorylase	COG1208	JM	Information storage and processing	Translation, ribosomal structure and biogenesis	H16_RS02505
Aldehyde dehydrogenase, NAD-dependent (EC 1.2.1.-)	COG1012	C	Metabolism	Energy production and conversion	H16_RS20355
DNA polymerase III delta subunit (EC 2.7.7.7)	COG1466	L	Information storage and processing	Replication, recombination and repair	H16_RS15655
Transcriptional regulator, MarR-family	COG1846	K	Information storage and processing	Transcription	H16_RS22725
N-Acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	COG3023	D	Cellular processes and signaling	Cell cycle control, cell division, chromosome partitioning	H16_RS16120
Cobyric acid synthase	COG1492	H	Metabolism	Coenzyme transport and metabolism	H16_RS14760
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_A2531
Uncharacterized protein	NA	S	Poorly characterized	Function unknown	H16_RS12555
Multimeric flavodoxin WrbA	COG0655	S	Poorly characterized	Coenzyme transport and metabolism	H16_RS25795
Predicted flavoprotein involved in K+ transport	COG2072	P	Metabolism	Inorganic ion transport and metabolism	H16_RS21035
Putative carboxymuconolactone decarboxylase (EC 4.1.1.44)	COG0599	S	Poorly characterized	Energy production and conversion	H16_A0535
Outer membrane protein/protective antigen OMA87	COG4775	M	Cellular processes and signaling	Cell wall/membrane/envelope biogenesis	H16_RS07940
Bd-type quinol oxidase subunit I (EC 1.10.3.-)	COG1294	X	Metabolism	Oxidative phosphorylation	H16_RS26015
Bd-type quinol oxidase subunit I (EC 1.10.3.-)	COG1294	X	Metabolism	Oxidative phosphorylation	H16_RS34580
Predicted nucleoside-diphosphate-sugar epimerase	COG0702	GM	Metabolism	Carbohydrate transport and metabolism	H16_RS25730
Uncharacterized protein	COG1917	S	Poorly characterized	Function unknown	H16_RS25090
Uncharacterized protein	COG2912	S	Poorly characterized	Function unknown	H16_RS15295
Nod factor export ATP-binding protein I (EC 3.6.3.-) (Nodulation ATP-binding protein I)	COG1131	P	Metabolism	Inorganic ion transport and metabolism	H16_RS12955
Transcriptional regulator, LuxR-family	COG2771	K	Information storage and processing	Transcription	H16_RS21990
HMG-like protein	COG0119	E	Metabolism	Amino acid transport and metabolism	H16_RS21800
Putative peptidase (EC 3.-.-.-)	COG0596	S	Poorly characterized	Function unknown	H16_RS27615
Glutathione S-transferase (EC 2.5.1.18)	COG0625	O	Cellular processes and signaling	Post-translational modification, protein turnover, and chaperones	H16_RS08985
Conserved hypothetical membrane spanning protein	COG3162	S	Poorly characterized	Function unknown	H16_RS25485
